X,Y,Z,MINED,cu_bh_nn,cu_50,domain
432.5,707.5,362.5,1,0.796,0.711,2310
432.5,732.5,362.5,1,0.69,0.661,2310
432.5,757.5,362.5,1,0.64,0.661,2310
432.5,782.5,362.5,1,0.787,0.646,2310
432.5,807.5,362.5,1,0.996,0.646,2310
432.5,832.5,362.5,1,0.884,0.67,2310
432.5,857.5,362.5,1,0.745,0.67,2310
432.5,882.5,362.5,1,0.762,0.68,2310
457.5,682.5,362.5,1,0.637,0.711,2310
457.5,707.5,362.5,1,0.621,0.711,2310
457.5,732.5,362.5,1,0.555,0.661,2310
457.5,757.5,362.5,1,0.566,0.661,2310
457.5,782.5,362.5,1,0.656,0.646,2310
457.5,807.5,362.5,1,0.809,0.646,2310
457.5,832.5,362.5,1,0.738,0.67,2310
457.5,857.5,362.5,1,0.818,0.67,2310
457.5,882.5,362.5,1,0.55,0.68,2310
482.5,682.5,362.5,1,0.544,0.69,2310
482.5,707.5,362.5,1,0.757,0.69,2310
482.5,732.5,362.5,1,0.656,0.651,2310
482.5,757.5,362.5,1,0.648,0.651,2310
482.5,782.5,362.5,1,1.115,0.658,2310
482.5,807.5,362.5,1,0.729,0.658,2310
482.5,832.5,362.5,1,0.566,0.673,2310
482.5,857.5,362.5,1,0.691,0.673,2310
482.5,882.5,362.5,1,0.55,0.695,2310
507.5,382.5,462.5,3,0.565,0.5,2310
507.5,657.5,362.5,1,0.587,0.736,2310
507.5,682.5,362.5,1,0.62,0.69,2310
507.5,707.5,362.5,1,0.659,0.69,2310
507.5,732.5,362.5,1,0.659,0.651,2310
507.5,757.5,362.5,1,0.659,0.651,2310
507.5,782.5,362.5,1,0.716,0.658,2310
507.5,807.5,362.5,1,0.529,0.658,2310
507.5,832.5,362.5,1,0.755,0.673,2310
507.5,857.5,362.5,1,0.712,0.673,2310
507.5,882.5,312.5,3,0.566,0.653,2310
507.5,882.5,362.5,1,0.801,0.695,2310
532.5,657.5,362.5,1,0.587,0.745,2310
532.5,682.5,362.5,1,0.62,0.677,2310
532.5,707.5,362.5,1,0.62,0.677,2310
532.5,732.5,362.5,1,0.626,0.658,2310
532.5,757.5,362.5,1,0.713,0.658,2310
532.5,782.5,362.5,1,0.718,0.663,2310
532.5,807.5,362.5,1,0.606,0.663,2310
532.5,832.5,362.5,1,0.715,0.683,2310
532.5,857.5,362.5,1,0.805,0.683,2310
532.5,882.5,312.5,3,0.541,0.628,2310
532.5,882.5,362.5,1,0.672,0.679,2310
557.5,632.5,362.5,1,0.522,0.745,2310
557.5,657.5,362.5,1,0.522,0.745,2310
557.5,682.5,362.5,1,0.602,0.677,2310
557.5,707.5,362.5,1,0.668,0.677,2310
557.5,732.5,362.5,1,0.585,0.658,2310
557.5,757.5,362.5,1,0.585,0.658,2310
557.5,782.5,362.5,1,0.757,0.663,2310
557.5,807.5,362.5,1,0.726,0.663,2310
557.5,832.5,362.5,1,0.601,0.683,2310
557.5,857.5,312.5,3,0.591,0.655,2310
557.5,857.5,362.5,1,0.642,0.683,2310
557.5,882.5,312.5,3,0.596,0.628,2310
557.5,882.5,362.5,1,0.6,0.679,2310
582.5,632.5,362.5,1,0.538,0.719,2310
582.5,657.5,362.5,1,0.57,0.719,2310
582.5,682.5,362.5,1,0.618,0.682,2310
582.5,707.5,362.5,1,0.618,0.682,2310
582.5,732.5,362.5,1,0.604,0.661,2310
582.5,757.5,362.5,1,0.784,0.661,2310
582.5,782.5,362.5,1,0.677,0.655,2310
582.5,807.5,362.5,1,0.599,0.655,2310
582.5,832.5,362.5,1,0.723,0.679,2310
582.5,857.5,312.5,3,0.649,0.651,2310
582.5,857.5,362.5,1,0.809,0.679,2310
582.5,882.5,312.5,3,0.654,0.622,2310
607.5,607.5,362.5,1,0.812,0.719,2310
607.5,632.5,362.5,1,0.812,0.719,2310
607.5,657.5,362.5,1,0.724,0.719,2310
607.5,682.5,362.5,1,0.6,0.682,2310
607.5,707.5,362.5,1,0.634,0.682,2310
607.5,732.5,362.5,1,0.616,0.661,2310
607.5,757.5,362.5,1,0.671,0.661,2310
607.5,782.5,362.5,1,0.584,0.655,2310
607.5,807.5,362.5,1,0.693,0.655,2310
607.5,832.5,312.5,3,0.666,0.651,2310
607.5,832.5,362.5,1,0.637,0.679,2310
607.5,857.5,312.5,3,0.641,0.651,2310
607.5,857.5,362.5,1,0.613,0.679,2310
607.5,882.5,312.5,2,0.619,0.622,2310
632.5,607.5,362.5,1,0.786,0.735,2310
632.5,632.5,362.5,1,0.631,0.687,2310
632.5,657.5,362.5,1,0.696,0.687,2310
632.5,682.5,362.5,1,0.696,0.673,2310
632.5,707.5,362.5,1,0.644,0.673,2310
632.5,732.5,362.5,1,0.579,0.647,2310
632.5,757.5,362.5,1,0.657,0.647,2310
632.5,782.5,362.5,1,0.766,0.677,2310
632.5,807.5,312.5,3,0.65,0.661,2310
632.5,807.5,362.5,1,0.655,0.677,2310
632.5,832.5,312.5,3,0.573,0.632,2310
632.5,832.5,362.5,1,0.654,0.66,2310
632.5,857.5,312.5,2,0.571,0.632,2310
632.5,857.5,362.5,1,0.613,0.66,2310
632.5,882.5,312.5,2,0.566,0.61,2310
657.5,582.5,362.5,1,0.623,0.735,2310
657.5,607.5,362.5,1,0.723,0.735,2310
657.5,632.5,362.5,1,0.728,0.687,2310
657.5,657.5,362.5,1,0.649,0.687,2310
657.5,682.5,362.5,1,0.727,0.673,2310
657.5,707.5,362.5,1,0.594,0.673,2310
657.5,732.5,362.5,1,0.735,0.647,2310
657.5,757.5,362.5,1,0.72,0.647,2310
657.5,782.5,362.5,1,0.682,0.677,2310
657.5,807.5,312.5,3,0.682,0.661,2310
657.5,807.5,362.5,1,0.77,0.677,2310
657.5,832.5,312.5,3,0.529,0.632,2310
657.5,832.5,362.5,1,0.623,0.66,2310
657.5,857.5,312.5,3,0.534,0.632,2310
657.5,882.5,312.5,2,0.586,0.61,2310
682.5,582.5,362.5,1,0.623,0.7,2310
682.5,607.5,362.5,1,0.654,0.7,2310
682.5,632.5,362.5,1,0.654,0.693,2310
682.5,657.5,362.5,1,0.654,0.693,2310
682.5,682.5,362.5,1,0.609,0.678,2310
682.5,707.5,362.5,1,0.702,0.678,2310
682.5,732.5,362.5,1,0.576,0.643,2310
682.5,757.5,362.5,1,0.708,0.643,2310
682.5,782.5,312.5,3,0.647,0.672,2310
682.5,782.5,362.5,1,0.663,0.681,2310
682.5,807.5,312.5,3,0.651,0.672,2310
682.5,807.5,362.5,1,0.735,0.681,2310
682.5,832.5,312.5,3,0.608,0.615,2310
682.5,832.5,362.5,1,0.589,0.654,2310
682.5,857.5,312.5,3,0.523,0.615,2310
707.5,582.5,362.5,1,0.65,0.7,2310
707.5,607.5,362.5,1,0.74,0.7,2310
707.5,632.5,362.5,1,0.64,0.693,2310
707.5,657.5,362.5,1,0.609,0.693,2310
707.5,682.5,362.5,1,0.609,0.678,2310
707.5,707.5,362.5,1,0.721,0.678,2310
707.5,732.5,362.5,1,0.739,0.643,2310
707.5,757.5,362.5,1,0.766,0.643,2310
707.5,782.5,312.5,3,0.574,0.672,2310
707.5,782.5,362.5,1,0.795,0.681,2310
707.5,807.5,312.5,3,0.674,0.672,2310
707.5,807.5,362.5,1,0.554,0.681,2310
707.5,832.5,312.5,3,0.654,0.615,2310
732.5,582.5,362.5,1,0.761,0.684,2310
732.5,607.5,362.5,1,0.691,0.684,2310
732.5,632.5,362.5,1,0.729,0.692,2310
732.5,657.5,362.5,1,0.622,0.692,2310
732.5,682.5,362.5,1,0.622,0.67,2310
732.5,707.5,362.5,1,0.738,0.67,2310
732.5,732.5,362.5,1,0.608,0.682,2310
732.5,757.5,312.5,3,0.677,0.675,2310
732.5,757.5,362.5,1,0.639,0.682,2310
732.5,782.5,312.5,3,0.643,0.625,2310
732.5,782.5,362.5,1,0.639,0.665,2310
732.5,807.5,312.5,3,0.622,0.625,2310
732.5,807.5,362.5,1,0.621,0.665,2310
757.5,582.5,362.5,1,0.671,0.684,2310
757.5,607.5,362.5,1,0.757,0.684,2310
757.5,632.5,362.5,1,0.757,0.692,2310
757.5,657.5,362.5,1,0.774,0.692,2310
757.5,682.5,362.5,1,0.594,0.67,2310
757.5,707.5,362.5,1,0.614,0.67,2310
757.5,732.5,362.5,1,0.728,0.682,2310
757.5,757.5,312.5,3,0.691,0.675,2310
757.5,757.5,362.5,1,0.657,0.682,2310
757.5,782.5,312.5,3,0.656,0.625,2310
757.5,782.5,362.5,1,0.673,0.665,2310
782.5,582.5,362.5,1,0.77,0.652,2310
782.5,607.5,362.5,1,0.598,0.652,2310
782.5,632.5,362.5,1,0.703,0.667,2310
782.5,657.5,362.5,1,0.767,0.667,2310
782.5,682.5,362.5,1,0.686,0.66,2310
782.5,707.5,362.5,1,0.595,0.66,2310
782.5,732.5,362.5,1,0.675,0.678,2310
782.5,757.5,362.5,1,0.617,0.678,2310
782.5,782.5,362.5,1,0.568,0.66,2310
807.5,582.5,362.5,1,0.84,0.652,2310
807.5,607.5,362.5,1,0.953,0.652,2310
807.5,632.5,362.5,1,0.645,0.667,2310
807.5,657.5,362.5,1,0.713,0.667,2310
807.5,682.5,362.5,1,0.595,0.66,2310
807.5,707.5,362.5,1,0.713,0.66,2310
807.5,732.5,362.5,1,0.587,0.678,2310
807.5,757.5,362.5,1,0.758,0.678,2310
832.5,582.5,362.5,1,0.788,0.658,2310
832.5,607.5,362.5,1,0.726,0.658,2310
832.5,632.5,362.5,1,0.813,0.665,2310
832.5,657.5,362.5,1,0.63,0.665,2310
832.5,682.5,362.5,1,0.657,0.638,2310
832.5,707.5,362.5,1,0.659,0.638,2310
832.5,732.5,362.5,1,0.891,0.663,2310
832.5,757.5,362.5,1,0.592,0.663,2310
857.5,607.5,362.5,1,0.877,0.658,2310
857.5,632.5,362.5,1,0.77,0.665,2310
857.5,657.5,362.5,1,0.625,0.665,2310
857.5,682.5,362.5,1,0.717,0.638,2310
857.5,707.5,362.5,1,0.659,0.638,2310
857.5,732.5,362.5,1,1.07,0.663,2310
882.5,607.5,362.5,1,0.746,0.65,2310
882.5,632.5,362.5,1,0.81,0.667,2310
882.5,657.5,362.5,1,0.668,0.667,2310
882.5,682.5,362.5,1,0.725,0.632,2310
882.5,707.5,362.5,1,0.856,0.632,2310
882.5,732.5,362.5,1,0.992,0.643,2310
907.5,607.5,362.5,1,0.724,0.65,2310
907.5,632.5,362.5,1,0.786,0.667,2310
907.5,657.5,362.5,1,0.999,0.667,2310
907.5,682.5,362.5,1,0.721,0.632,2310
907.5,707.5,362.5,1,1.041,0.632,2310
907.5,732.5,362.5,1,0.896,0.643,2310
932.5,582.5,362.5,1,0.697,0.638,2310
932.5,607.5,362.5,1,0.676,0.638,2310
932.5,632.5,362.5,1,0.705,0.651,2310
932.5,657.5,362.5,1,0.847,0.651,2310
932.5,682.5,362.5,1,0.716,0.629,2310
932.5,707.5,362.5,1,0.776,0.629,2310
957.5,582.5,362.5,1,0.756,0.638,2310
957.5,607.5,362.5,1,0.648,0.638,2310
957.5,632.5,362.5,1,0.622,0.651,2310
957.5,657.5,362.5,1,0.935,0.651,2310
957.5,682.5,362.5,1,0.834,0.629,2310
957.5,707.5,362.5,1,0.909,0.629,2310
982.5,582.5,362.5,1,0.603,0.636,2310
982.5,607.5,362.5,1,0.734,0.636,2310
982.5,632.5,362.5,1,0.796,0.626,2310
982.5,657.5,362.5,1,0.821,0.626,2310
982.5,682.5,362.5,1,0.719,0.62,2310
982.5,707.5,362.5,1,0.824,0.62,2310
1007.5,582.5,362.5,1,0.655,0.636,2310
1007.5,607.5,362.5,1,0.722,0.636,2310
1007.5,632.5,362.5,1,0.707,0.626,2310
1007.5,657.5,362.5,1,0.735,0.626,2310
1007.5,682.5,362.5,1,0.894,0.62,2310
1032.5,557.5,362.5,1,0.673,0.627,2310
1032.5,582.5,362.5,1,0.642,0.633,2310
1032.5,607.5,362.5,1,0.699,0.633,2310
1032.5,632.5,362.5,1,0.866,0.62,2310
1032.5,657.5,362.5,1,0.873,0.62,2310
1032.5,682.5,362.5,1,0.846,0.618,2310
1057.5,557.5,362.5,1,0.578,0.627,2310
1057.5,582.5,362.5,1,0.707,0.633,2310
1057.5,607.5,362.5,1,0.658,0.633,2310
1057.5,632.5,362.5,1,0.727,0.62,2310
1057.5,657.5,362.5,1,0.836,0.62,2310
1057.5,682.5,362.5,1,0.907,0.618,2310
1082.5,557.5,362.5,1,0.642,0.64,2310
1082.5,582.5,362.5,1,0.657,0.619,2310
1082.5,607.5,362.5,1,0.697,0.619,2310
1082.5,632.5,362.5,1,0.693,0.663,2310
1082.5,657.5,362.5,1,1.029,0.663,2310
1082.5,682.5,362.5,1,1.029,0.625,2310
1107.5,532.5,362.5,1,0.538,0.64,2310
1107.5,557.5,362.5,1,0.652,0.64,2310
1107.5,582.5,362.5,1,0.729,0.619,2310
1107.5,607.5,362.5,1,0.94,0.619,2310
1107.5,632.5,362.5,1,0.657,0.663,2310
1107.5,657.5,362.5,1,0.889,0.663,2310
1107.5,682.5,362.5,1,0.889,0.625,2310
1132.5,532.5,362.5,1,0.572,0.637,2310
1132.5,557.5,362.5,1,0.565,0.637,2310
1132.5,582.5,362.5,1,0.752,0.616,2310
1132.5,607.5,362.5,1,0.719,0.616,2310
1132.5,632.5,362.5,1,0.851,0.659,2310
1132.5,657.5,362.5,1,0.969,0.659,2310
1132.5,682.5,362.5,1,0.869,0.625,2310
1157.5,132.5,462.5,3,0.586,0.554,2210
1157.5,532.5,362.5,1,0.555,0.637,2310
1157.5,557.5,362.5,1,0.572,0.637,2310
1157.5,582.5,362.5,1,0.809,0.616,2310
1157.5,607.5,362.5,1,0.647,0.616,2310
1157.5,632.5,362.5,1,0.891,0.659,2310
1157.5,657.5,362.5,1,0.891,0.659,2310
1157.5,682.5,362.5,1,0.767,0.625,2310
1182.5,132.5,462.5,3,0.776,0.577,2210
1182.5,507.5,362.5,1,0.529,0.634,2310
1182.5,532.5,362.5,1,0.504,0.627,2310
1182.5,557.5,362.5,1,0.575,0.627,2310
1182.5,582.5,362.5,1,0.697,0.617,2310
1182.5,607.5,362.5,1,0.74,0.617,2310
1182.5,632.5,362.5,1,0.851,0.668,2310
1207.5,107.5,462.5,3,0.624,0.529,2210
1207.5,132.5,462.5,3,0.63,0.577,2210
1207.5,507.5,362.5,1,0.529,0.634,2310
1207.5,532.5,362.5,1,0.529,0.627,2310
1207.5,557.5,362.5,1,0.497,0.627,2310
1207.5,582.5,362.5,1,0.642,0.617,2310
1207.5,607.5,362.5,1,0.726,0.617,2310
1207.5,632.5,362.5,1,0.688,0.668,2310
1232.5,107.5,462.5,3,0.562,0.571,2210
1232.5,132.5,462.5,3,0.575,0.602,2210
1232.5,557.5,362.5,1,0.544,0.638,2310
1232.5,582.5,362.5,1,0.63,0.619,2310
1232.5,607.5,362.5,1,0.63,0.619,2310
1257.5,82.5,462.5,3,0.677,0.571,3210
1257.5,107.5,462.5,3,0.665,0.571,3310
1257.5,132.5,462.5,3,0.541,0.602,3310
1257.5,157.5,462.5,3,0.622,0.602,3310
1257.5,182.5,462.5,3,0.601,0.542,3310
1257.5,207.5,462.5,3,0.539,0.542,2310
1257.5,232.5,462.5,3,0.502,0.514,2310
1257.5,257.5,462.5,3,0.398,0.514,2310
1282.5,82.5,462.5,3,0.677,0.585,3210
1282.5,107.5,462.5,3,0.677,0.585,3310
1282.5,132.5,462.5,3,0.486,0.611,3310
1282.5,157.5,462.5,3,0.535,0.611,3310
1282.5,182.5,462.5,3,0.544,0.554,3310
1282.5,207.5,462.5,3,0.674,0.554,3310
1282.5,232.5,462.5,3,0.451,0.524,3310
1307.5,82.5,462.5,3,0.569,0.585,3310
1307.5,107.5,462.5,3,0.649,0.585,3310
1307.5,132.5,462.5,3,0.669,0.611,3310
1307.5,157.5,462.5,3,0.669,0.611,3310
1307.5,182.5,462.5,3,0.609,0.554,3310
1307.5,207.5,462.5,3,0.574,0.554,3310
1307.5,232.5,462.5,3,0.515,0.524,3310
1332.5,82.5,462.5,3,0.712,0.57,3310
1332.5,107.5,462.5,3,0.7,0.57,3310
1332.5,132.5,462.5,3,0.711,0.589,3310
1332.5,157.5,462.5,3,0.532,0.589,3310
1332.5,182.5,462.5,3,0.605,0.546,3310
1332.5,207.5,462.5,3,0.495,0.546,3310
1332.5,232.5,462.5,3,0.503,0.517,3310
1357.5,82.5,462.5,3,3.1,0.57,3310
1357.5,107.5,462.5,3,0.743,0.57,3310
1357.5,132.5,462.5,3,0.63,0.589,3310
1357.5,157.5,462.5,3,0.559,0.589,3310
1357.5,182.5,462.5,3,0.688,0.546,3310
1357.5,207.5,462.5,3,0.611,0.546,3310
1357.5,232.5,462.5,3,0.485,0.517,3310
1382.5,82.5,462.5,3,1.243,0.548,3310
1382.5,107.5,462.5,3,0.836,0.548,3310
1382.5,132.5,462.5,3,0.776,0.558,3310
1382.5,157.5,462.5,3,0.805,0.558,3310
1382.5,182.5,462.5,3,0.57,0.547,3310
1382.5,207.5,462.5,3,0.591,0.547,3310
1407.5,82.5,462.5,3,2.512,0.548,3310
1407.5,107.5,462.5,3,1.222,0.548,3310
1407.5,132.5,462.5,3,0.576,0.558,3310
1407.5,157.5,462.5,3,0.635,0.558,3310
1407.5,182.5,462.5,3,0.597,0.547,3310
1407.5,207.5,462.5,3,0.517,0.547,3310
1432.5,57.5,462.5,3,0.898,0.971,3310
1432.5,82.5,462.5,3,2.515,0.969,3310
1432.5,107.5,462.5,3,2.609,0.969,3310
1432.5,132.5,462.5,3,0.741,0.54,3310
1432.5,157.5,462.5,3,0.565,0.54,3310
1432.5,182.5,462.5,3,0.586,0.537,3310
1432.5,207.5,462.5,3,0.638,0.537,3310
1457.5,57.5,462.5,3,0.695,0.971,3016
1457.5,82.5,462.5,3,1.939,0.969,3016
1457.5,107.5,462.5,3,1.408,0.969,3016
1457.5,132.5,462.5,3,0.544,0.54,3016
1457.5,157.5,462.5,3,0.544,0.54,3310
1457.5,182.5,462.5,3,0.581,0.537,3310
1482.5,57.5,462.5,3,0.534,0.441,3016
1482.5,82.5,462.5,3,0.87,0.97,3016
1482.5,107.5,462.5,3,0.68,0.97,3016
1482.5,132.5,462.5,3,0.559,0.968,3016
1482.5,157.5,462.5,3,0.567,0.968,3310
1482.5,182.5,462.5,3,0.616,0.526,3310
1507.5,-17.5,512.5,2,0.651,0.844,3026
1507.5,57.5,462.5,3,0.425,0.441,3016
1507.5,82.5,462.5,3,0.712,0.97,3016
1507.5,107.5,462.5,3,1.009,0.97,3016
1507.5,132.5,462.5,3,2.882,0.968,3016
1507.5,157.5,462.5,3,0.432,0.968,3016
1507.5,182.5,462.5,3,0.432,0.526,3016
1532.5,-17.5,512.5,2,0.658,0.238,3026
1532.5,7.5,512.5,2,0.472,0.238,3016
1532.5,57.5,462.5,3,0.493,0.406,3016
1532.5,82.5,462.5,3,0.563,0.968,3016
1532.5,107.5,462.5,3,1.159,0.968,3016
1532.5,132.5,462.5,3,1.929,0.966,3016
1532.5,157.5,462.5,3,0.907,0.966,3016
1532.5,182.5,462.5,3,0.907,0.521,3016
1532.5,207.5,462.5,3,0.515,0.521,3310
1557.5,-17.5,512.5,2,0.658,0.238,3026
1557.5,7.5,512.5,1,0.472,0.238,3016
1557.5,57.5,462.5,3,1.373,0.406,3016
1557.5,82.5,462.5,3,1.237,0.968,3016
1557.5,107.5,462.5,3,1.062,0.968,3016
1557.5,132.5,462.5,3,0.822,0.966,3016
1557.5,157.5,462.5,3,0.755,0.966,3016
1557.5,182.5,462.5,3,0.755,0.521,3016
1557.5,207.5,462.5,3,0.515,0.521,3210
1582.5,-17.5,512.5,2,0.558,0.748,3026
1582.5,7.5,512.5,1,0.454,0.748,3016
1582.5,32.5,462.5,3,1.186,0.236,3016
1582.5,32.5,512.5,1,0.491,0.431,3016
1582.5,57.5,462.5,3,1.186,0.236,3016
1582.5,82.5,462.5,3,1.312,0.472,3016
1582.5,107.5,462.5,3,1.057,0.472,3016
1582.5,132.5,462.5,3,0.511,0.493,3016
1582.5,157.5,462.5,3,0.471,0.493,3016
1582.5,182.5,462.5,3,0.355,0.519,3016
1582.5,207.5,462.5,3,0.347,0.519,3210
1582.5,232.5,462.5,2,0.432,0.483,3210
1607.5,-42.5,512.5,2,0.44,0.587,3026
1607.5,-17.5,512.5,1,0.306,0.748,3026
1607.5,7.5,512.5,1,0.572,0.748,3026
1607.5,32.5,462.5,3,0.522,0.236,3016
1607.5,32.5,512.5,1,0.503,0.431,3026
1607.5,57.5,462.5,3,0.405,0.236,3016
1607.5,82.5,462.5,3,0.499,0.472,3016
1607.5,107.5,462.5,3,0.449,0.472,3210
1607.5,132.5,462.5,3,0.487,0.493,3210
1607.5,157.5,462.5,3,0.456,0.493,3210
1607.5,182.5,462.5,3,0.355,0.519,3210
1607.5,207.5,462.5,3,0.347,0.519,3210
1607.5,232.5,462.5,2,0.451,0.483,3210
1632.5,-42.5,512.5,2,0.44,0.713,3026
1632.5,-17.5,512.5,1,0.618,0.392,3026
1632.5,7.5,512.5,1,0.391,0.392,3026
1632.5,32.5,462.5,3,0.355,0.435,3016
1632.5,32.5,512.5,1,0.461,0.417,3026
1632.5,57.5,462.5,3,0.422,0.435,3016
1632.5,57.5,512.5,1,0.56,0.417,3210
1632.5,82.5,462.5,3,0.499,0.475,3016
1632.5,107.5,462.5,3,0.407,0.475,3210
1632.5,132.5,462.5,3,0.415,0.53,3210
1632.5,157.5,462.5,3,0.36,0.53,3210
1632.5,182.5,462.5,3,0.335,0.532,3210
1632.5,207.5,462.5,3,0.358,0.532,3210
1632.5,232.5,462.5,2,0.345,0.497,3210
1632.5,257.5,462.5,2,0.354,0.497,3210
1632.5,382.5,412.5,3,0.584,0.532,3210
1632.5,407.5,412.5,3,0.592,0.532,3310
1632.5,432.5,412.5,3,0.677,0.581,3310
1657.5,-42.5,512.5,2,0.399,0.713,3026
1657.5,-17.5,512.5,1,0.415,0.392,3026
1657.5,7.5,512.5,1,0.44,0.392,3210
1657.5,32.5,462.5,3,0.357,0.435,3210
1657.5,32.5,512.5,1,0.534,0.417,3210
1657.5,57.5,462.5,3,0.471,0.435,3210
1657.5,57.5,512.5,1,0.538,0.417,3210
1657.5,82.5,462.5,3,0.436,0.475,3210
1657.5,107.5,462.5,3,0.539,0.475,3210
1657.5,132.5,462.5,3,0.355,0.53,3210
1657.5,157.5,462.5,3,0.33,0.53,3210
1657.5,182.5,462.5,3,0.385,0.532,3210
1657.5,207.5,462.5,3,0.38,0.532,3210
1657.5,232.5,462.5,2,0.418,0.497,3210
1657.5,257.5,462.5,2,0.39,0.497,3210
1657.5,282.5,462.5,2,0.37,0.443,3210
1657.5,307.5,462.5,2,0.36,0.443,3210
1657.5,382.5,412.5,3,0.538,0.532,3210
1657.5,407.5,412.5,3,0.592,0.532,3310
1657.5,432.5,412.5,3,0.655,0.581,3310
1657.5,457.5,412.5,3,0.596,0.581,3310
1682.5,-67.5,512.5,2,0.451,0.388,3026
1682.5,-42.5,512.5,2,0.451,0.388,3026
1682.5,-17.5,512.5,1,0.465,0.375,3026
1682.5,7.5,512.5,1,0.435,0.375,3210
1682.5,32.5,462.5,3,0.366,0.41,3210
1682.5,32.5,512.5,1,0.42,0.396,3210
1682.5,57.5,462.5,3,0.561,0.41,3210
1682.5,57.5,512.5,1,0.538,0.396,3210
1682.5,82.5,462.5,3,0.582,0.518,3210
1682.5,82.5,512.5,1,0.408,0.425,3210
1682.5,107.5,462.5,3,0.513,0.518,3210
1682.5,132.5,462.5,3,0.449,0.45,3210
1682.5,157.5,462.5,3,0.34,0.45,3210
1682.5,182.5,462.5,3,0.421,0.532,3210
1682.5,207.5,462.5,3,0.479,0.532,3210
1682.5,232.5,462.5,2,0.475,0.53,3210
1682.5,257.5,462.5,2,0.436,0.53,3210
1682.5,282.5,462.5,2,0.402,0.486,3210
1682.5,307.5,462.5,2,0.43,0.486,3210
1682.5,332.5,462.5,2,0.43,0.462,3210
1682.5,357.5,412.5,3,0.41,0.428,3210
1682.5,357.5,462.5,2,0.491,0.462,3210
1682.5,382.5,412.5,3,0.488,0.513,3210
1682.5,407.5,412.5,3,0.488,0.513,3310
1682.5,432.5,412.5,3,0.501,0.571,3310
1682.5,457.5,412.5,3,0.541,0.571,3310
1682.5,482.5,412.5,3,0.461,0.579,3310
1682.5,507.5,412.5,3,0.502,0.579,3310
1707.5,-67.5,512.5,2,0.438,0.388,3026
1707.5,-42.5,512.5,2,0.438,0.388,3210
1707.5,-17.5,512.5,1,0.454,0.375,3210
1707.5,7.5,512.5,1,0.474,0.375,3210
1707.5,32.5,462.5,3,0.415,0.41,3210
1707.5,32.5,512.5,1,0.614,0.396,3210
